Default Days,,,
1,0:00:00,0:00:00,
2,6:30:00,8:30:00,
2,19:00:00,21:00:00,
3,6:30:00,8:30:00,
3,18:00:00,21:00:00,
4,6:30:00,8:30:00,
4,19:30:00,21:00:00,
5,6:30:00,8:30:00,
6,6:30:00,8:30:00,
7,0:00:00,0:00:00,
END Default Days,,,
7/12/2014 0:00,7/12/2014 23:59,0:00:00,0:00:00
7/13/2014 0:00,7/13/2014 23:59,6:30:00,15:30:00
8/2/2014 0:00,8/2/2014 23:59,6:30:00,15:30:00
