Default Days,,,
1,0:00:00,0:00:00,
2,12:00:00,16:00:00,
3,12:00:00,16:00:00,
4,12:00:00,16:00:00,
5,12:00:00,16:00:00,
6,0:00:00,0:00:00,
7,0:00:00,0:00:00,
END Default Days,,,
6/12/2014 0:00,6/12/2014 23:59,,
7/13/2014 0:00,7/13/2014 23:59,12:00:00,16:00:00
8/2/2014 0:00,8/2/2014 23:59,11:00:00,16:00:00
